"target_gene_source_value","drug_source_value","interaction_source_value"
"PTEN","OXALIPLATIN","[Not Available]"
"PTEN","2-METHOXYESTRADIOL","[Not Available]"
"PTEN","AEW-541","[Not Available]"
"PTEN","ENCORAFENIB","[Not Available]"
"PTEN","BINIMETINIB","[Not Available]"
"PTEN","INK-128","[Not Available]"
"PTEN","PHENMETRAZINE","[Not Available]"
"PTEN","TOPOTECAN","[Not Available]"
"PTEN","APITOLISIB","[Not Available]"
"PTEN","PICTILISIB","[Not Available]"
"PTEN","TASELISIB","[Not Available]"
"PTEN","CUDC-907","[Not Available]"
"PTEN","NAVITOCLAX","[Not Available]"
"PTEN","INFIGRATINIB","[Not Available]"
"PTEN","PILARALISIB (CHEMBL3218575)","[Not Available]"
"PTEN","BMS-754807","[Not Available]"
"PTEN","DACOMITINIB","[Not Available]"
"PTEN","LINSITINIB","[Not Available]"
"PTEN","PD-0325901","[Not Available]"
"PTEN","PEMETREXED (CHEMBL1201258)","[Not Available]"
"PTEN","SORAFENIB","[Not Available]"
"PTEN","SAR-260301","[Not Available]"
"PTEN","FULVESTRANT","[Not Available]"
"PTEN","SF-1126","[Not Available]"
"PTEN","TEMOZOLOMIDE","[Not Available]"
"PTEN","TALAZOPARIB","[Not Available]"
"PTEN","UPROSERTIB","[Not Available]"
"PTEN","U-0126","[Not Available]"
"PTEN","CANDICIDIN","[Not Available]"
"PTEN","PA-799","[Not Available]"
"PTEN","PKI-179","[Not Available]"
"PTEN","CHEMBL376408","[Not Available]"
"PTEN","VENETOCLAX","[Not Available]"
"PTEN","AT-13148","[Not Available]"
"PTEN","RUCAPARIB","[Not Available]"
"PTEN","VELIPARIB","[Not Available]"
"PTEN","CHEMBL589258","[Not Available]"
"PTEN","BENZONATATE","[Not Available]"
"PTEN","Panulisib","[Not Available]"
"PTEN","MSC-2363318A","[Not Available]"
"PTEN","CHEMBL263664","[Not Available]"
"PTEN","RG-7666","[Not Available]"
"PTEN","NIRAPARIB","[Not Available]"
"PTEN","IDELALISIB","[Not Available]"
"PTEN","GEMCITABINE","[Not Available]"
"PTEN","LY-2780301","[Not Available]"
"PTEN","ABIRATERONE","[Not Available]"
"PTEN","RIGOSERTIB","[Not Available]"
"PTEN","OSI-027","[Not Available]"
"PTEN","Acalisib","[Not Available]"
"PTEN","CHEMBL1765740","[Not Available]"
"PTEN","KU-55933","[Not Available]"
"PTEN","AZD-8055","[Not Available]"
"PTEN","PLX-4720","[Not Available]"
"PTEN","CHEMBL525191","[Not Available]"
"PTEN","VS-5584","[Not Available]"
"PTEN","CC-223","[Not Available]"
"PTEN","VORINOSTAT","[Not Available]"
"ATF3","PROGESTERONE","[Not Available]"
"PDE1B","FELODIPINE","inhibitor"
"PDE1B","BEPRIDIL","c(""inhibitor"", ""activator"")"
"PDE1B","DIPYRIDAMOLE","inhibitor"
"PDE1B","PENTOXIFYLLINE","inhibitor"
"TUBA1B","FOSBRETABULIN DISODIUM","inhibitor"
"TUBA1B","DOCETAXEL HYDRATE","inhibitor"
"TUBA1B","VINORELBIN DITARTRATE","inhibitor"
"TUBA1B","COLCHICINE","inhibitor"
"TUBA1B","LEXIBULIN","inhibitor"
"TUBA1B","EPOTHILONE D","[Not Available]"
"TUBA1B","PATUPILONE","[Not Available]"
"TUBA1B","PACLITAXEL POLIGLUMEX","[Not Available]"
"TUBA1B","INDIBULIN","inhibitor"
"TUBA1B","DAVUNETIDE","[Not Available]"
"TUBA1B","CROLIBULIN","inhibitor"
"TUBA1B","VINFLUNINE","inhibitor"
"TUBA1B","FOSBRETABULIN TROMETHAMINE","[Not Available]"
"TUBA1B","SAGOPILONE","[Not Available]"
"TUBA1B","PLINABULIN","inhibitor"
"TUBA1B","VERUBULIN","[Not Available]"
"TUBA1B","TRASTUZUMAB EMTANSINE","inhibitor"
"TUBA1B","BRENTUXIMAB VEDOTIN","inhibitor"
"TUBA1B","PACLITAXEL","inhibitor"
"TUBA1B","CABAZITAXEL","inhibitor"
"TUBA1B","VINBLASTINE SULFATE","inhibitor"
"TUBA1B","IXABEPILONE","inhibitor"
"TUBA1B","VINCRISTINE SULFATE","inhibitor"
"TUBA1B","ERIBULIN MESYLATE","inhibitor"
"IDO1","TRYPTOPHAN","binder"
"IDO1","NORHARMANE","inhibitor"
"IDO1","EPACADOSTAT","inhibitor"
"IDO1","GLYMIDINE","inhibitor"
"IDO1","TRYPTANTHRIN","inhibitor"
"IDO1","CHEMBL584991","inhibitor"
"ACHE","DONEPEZIL HYDROCHLORIDE","inhibitor"
"ACHE","ECHOTHIOPHATE IODIDE","inhibitor"
"ACHE","EDROPHONIUM","inhibitor"
"ACHE","CHOLINE","product of"
"ACHE","TACRINE","inhibitor"
"ACHE","DIPIVEFRIN","[Not Available]"
"ACHE","GALLAMINE TRIETHIODIDE","inhibitor"
"ACHE","ISOFLUROPHATE","inhibitor"
"ACHE","MINAPRINE","inhibitor"
"ACHE","DEMECARIUM","inhibitor"
"ACHE","PHYSOSTIGMINE","inhibitor"
"ACHE","AMBENONIUM","inhibitor"
"ACHE","TUBOCURARINE","inhibitor"
"ACHE","DECAMETHONIUM","inhibitor"
"ACHE","PROPIDIUM","[Not Available]"
"ACHE","CHEMBL490866","[Not Available]"
"ACHE","CHEMBL117651","[Not Available]"
"ACHE","HUPERZINE B","[Not Available]"
"ACHE","CHEMBL257591","[Not Available]"
"ACHE","CHEMBL483716","[Not Available]"
"ACHE","CHEMBL1082738","[Not Available]"
"ACHE","ZANAPEZIL","[Not Available]"
"ACHE","HUPERZINE A","[Not Available]"
"ACHE","PHENSERINE","[Not Available]"
"ACHE","CHEMBL107316","[Not Available]"
"ACHE","CHEMBL153254","[Not Available]"
"ACHE","CHEMBL1235106","[Not Available]"
"ACHE","DIMETACRINE","antagonist"
"ACHE","6-AMINONICOTINAMIDE","[Not Available]"
"ACHE","THIOGUANINE","[Not Available]"
"ACHE","8-AZAGUANINE","[Not Available]"
"ACHE","ECHOTHIOPHATE","inhibitor"
"ACHE","NEOSTIGMINE METHYLSULFATE","inhibitor"
"ACHE","HEXAFLUORENIUM BROMIDE","inhibitor"
"ACHE","PYRIDOSTIGMINE BROMIDE","inhibitor"
"ACHE","GALANTAMINE HYDROBROMIDE","inhibitor"
"ACHE","EDROPHONIUM CHLORIDE","inhibitor"
"ACHE","DEMECARIUM BROMIDE","inhibitor"
"ACHE","PRALIDOXIME CHLORIDE","activator"
"ACHE","GALANTAMINE","inhibitor"
"ACHE","PYRIDOSTIGMINE","inhibitor"
"ACHE","RIVASTIGMINE","inhibitor"
"ACHE","NEOSTIGMINE","inhibitor"
"ACHE","ACOTIAMIDE","[Not Available]"
"ACHE","DONEPEZIL","inhibitor"
"ACHE","AMBENONIUM CHLORIDE","inhibitor"
"ACHE","TACRINE HYDROCHLORIDE","inhibitor"
"ACHE","BETAMETHASONE","[Not Available]"
"ACHE","GALACTITOL","[Not Available]"
"ACHE","MAGNESIUM CHLORIDE","[Not Available]"
"ACHE","METHADONE","[Not Available]"
"ACHE","LATREPIRDINE","[Not Available]"
"ACHE","MALATHION","inhibitor"
"ACHE","RIVASTIGMINE TARTRATE","inhibitor"
"ACHE","ITOPRIDE","[Not Available]"
"ACHE","PRALIDOXIME","inhibitor"
"HAL","HISTIDINE","[Not Available]"
"ALKBH2","ASCORBATE","[Not Available]"
"NAE1","ADENOSINE TRIPHOSPHATE","[Not Available]"
"NAE1","PEVONEDISTAT","inhibitor"
"ENTPD2","CHEMBL469212","inhibitor"
"HES1","TRETINOIN","[Not Available]"
"LRP1B","DOXORUBICIN","[Not Available]"
"TRH","ERYTHROMYCIN","[Not Available]"
"TRH","6-AMINONICOTINAMIDE","[Not Available]"
"TRH","PHENYTOIN","[Not Available]"
"TRH","VINBLASTINE","[Not Available]"
"ABL1","ADENOSINE TRIPHOSPHATE","inhibitor"
"ABL1","DASATINIB","c(""inhibitor"", ""multitarget"")"
"ABL1","CHEMBL200177","[Not Available]"
"ABL1","NILOTINIB","inhibitor"
"ABL1","XL-228","inhibitor"
"ABL1","BOSUTINIB","inhibitor"
"ABL1","MYRISTIC ACID","[Not Available]"
"ABL1","CHEMBL327127","[Not Available]"
"ABL1","REGORAFENIB","inhibitor"
"ABL1","PONATINIB","inhibitor"
"ABL1","BLINATUMOMAB","[Not Available]"
"ABL1","IMATINIB","inhibitor"
"ABL1","GENISTEIN","[Not Available]"
"ABL1","HYDROXYUREA","[Not Available]"
"ABL1","IMATINIB MESYLATE","inhibitor"
"ABL1","MELPHALAN","[Not Available]"
"ABL1","OXALIPLATIN","[Not Available]"
"ABL1","PROGESTERONE","[Not Available]"
"ABL1","QUERCETIN","[Not Available]"
"ABL1","AT-9283","inhibitor"
"ABL1","MASITINIB","[Not Available]"
"ABL1","Pexmetinib","[Not Available]"
"ABL1","BAFETINIB","inhibitor"
"ABL1","ENMD-2076","[Not Available]"
"ABL1","AZACITIDINE","[Not Available]"
"ABL1","ACYCLOVIR","[Not Available]"
"ABL1","CELECOXIB","[Not Available]"
"ABL1","AXITINIB","[Not Available]"
"ABL1","CABOZANTINIB","[Not Available]"
"ABL1","CRIZOTINIB","[Not Available]"
"ABL1","FORETINIB","[Not Available]"
"ABL1","VANDETANIB","[Not Available]"
"ABL1","VENETOCLAX","[Not Available]"
"ABL1","TRAMETINIB","[Not Available]"
"ABL1","KW-2449","inhibitor"
"ABL1","PILOCARPINE","inhibitor"
"ABL1","CHEMBL1081312","inhibitor"
"ABL1","REBASTINIB","inhibitor"
"ABL1","SARACATINIB","inhibitor"
"ABL1","ABL-001","inhibitor"
"ABL1","Flumatinib","inhibitor"
"ABL1","PONATINIB HYDROCHLORIDE","inhibitor"
"ABL1","NILOTINIB HYDROCHLORIDE MONOHYDRATE","inhibitor"
"ABL1","AZD-0424","inhibitor"
"ABL1","AZM-475271","inhibitor"
"ABL1","BUSULFAN","[Not Available]"
"TUBA4A","VINFLUNINE","inhibitor"
"TUBA4A","IXABEPILONE","inhibitor"
"TUBA4A","VINCRISTINE","inhibitor"
"TUBA4A","PODOFILOX","inhibitor"
"TUBA4A","EPOTHILONE D","[Not Available]"
"TUBA4A","PATUPILONE","[Not Available]"
"TUBA4A","LEXIBULIN","inhibitor"
"TUBA4A","CABAZITAXEL","c(""binder"", ""inhibitor"")"
"TUBA4A","DAVUNETIDE","[Not Available]"
"TUBA4A","CROLIBULIN","inhibitor"
"TUBA4A","FOSBRETABULIN TROMETHAMINE","[Not Available]"
"TUBA4A","SAGOPILONE","[Not Available]"
"TUBA4A","PLINABULIN","inhibitor"
"TUBA4A","VERUBULIN","[Not Available]"
"TUBA4A","TRASTUZUMAB EMTANSINE","inhibitor"
"TUBA4A","BRENTUXIMAB VEDOTIN","inhibitor"
"TUBA4A","PACLITAXEL","inhibitor"
"TUBA4A","DOCETAXEL HYDRATE","inhibitor"
"TUBA4A","ERIBULIN MESYLATE","inhibitor"
"TUBA4A","COLCHICINE","inhibitor"
"TUBA4A","FOSBRETABULIN DISODIUM","inhibitor"
"TUBA4A","VINCRISTINE SULFATE","inhibitor"
"TUBA4A","VINORELBIN DITARTRATE","inhibitor"
"TUBA4A","VINBLASTINE SULFATE","inhibitor"
"TUBA4A","INDIBULIN","inhibitor"
"TUBA4A","PACLITAXEL POLIGLUMEX","[Not Available]"
"RPS6KA6","AT-9283","inhibitor"
"RPS6KA6","CHEMBL573107","inhibitor"
"ENO3","PHOSPHOENOLPYRUVATE","[Not Available]"
"ENO3","PHOSPHOGLYCOLIC ACID","[Not Available]"
"ENO3","PHOSPHONOACETOHYDROXAMATE","[Not Available]"
"STAT4","LISOFYLLINE","[Not Available]"
"STAT4","PROXYPHYLLINE","[Not Available]"
"RNF112","ALCOHOL","[Not Available]"
"DLX3","CENDERITIDE","agonist"
"DLX3","BETAXOLOL","agonist"
"DLX3","PIRBUTEROL","agonist"
"TOP2B","ETOPOSIDE","inhibitor"
"TOP2B","TENIPOSIDE","inhibitor"
"TOP2B","CHEMBL1230989","[Not Available]"
"TOP2B","AMONAFIDE","[Not Available]"
"TOP2B","CIPROFLOXACIN","[Not Available]"
"TOP2B","BERUBICIN HYDROCHLORIDE","inhibitor"
"TOP2B","GARENOXACIN","inhibitor"
"TOP2B","VOSAROXIN","inhibitor"
"TOP2B","BECATECARIN","inhibitor"
"TOP2B","NOVOBIOCIN","c(""binder"", ""inhibitor"")"
"TOP2B","ENOXACIN","inhibitor"
"TOP2B","MOXIFLOXACIN","inhibitor"
"TOP2B","CINOXACIN","inhibitor"
"TOP2B","EPIRUBICIN","inhibitor"
"TOP2B","GATIFLOXACIN","inhibitor"
"TOP2B","DAUNORUBICIN","[Not Available]"
"TOP2B","VALRUBICIN","inhibitor"
"TOP2B","LOMEFLOXACIN","inhibitor"
"TOP2B","MITOXANTRONE","inhibitor"
"TOP2B","PEFLOXACIN","inhibitor"
"TOP2B","SPARFLOXACIN","inhibitor"
"TOP2B","GEMIFLOXACIN","inhibitor"
"TOP2B","TROVAFLOXACIN","inhibitor"
"TOP2B","LEVOFLOXACIN","inhibitor"
"TOP2B","C-1311 (CHEMBL3545337)","inhibitor"
"TOP2B","FLEROXACIN","inhibitor"
"TOP2B","ROSOXACIN","inhibitor"
"TOP2B","AMSACRINE","inhibitor"
"TOP2B","ACLARUBICIN","inhibitor"
"TOP2B","LUCANTHONE","inhibitor"
"TOP2B","DOXORUBICIN","[Not Available]"
"TOP2B","IDRONOXIL","[Not Available]"
"TOP2B","NORFLOXACIN","inhibitor"
"GP2","CHEMBL1917204","inhibitor"
"CYP26B1","TALAROZOLE","[Not Available]"
"SLC7A3","LYSINE","[Not Available]"
"SLC7A3","ARGININE","[Not Available]"
"SLC7A3","ORNITHINE","[Not Available]"
"HDAC7","ROMIDEPSIN","inhibitor"
"HDAC7","CHEMBL1851943","inhibitor"
"HDAC7","TRICHOSTATIN","inhibitor"
"HDAC7","BELINOSTAT","inhibitor"
"HDAC7","CUDC-101","inhibitor"
"HDAC7","DACINOSTAT","inhibitor"
"HDAC7","CHEMBL1213492","inhibitor"
"HDAC7","PANOBINOSTAT","inhibitor"
"HDAC7","QUISINOSTAT","inhibitor"
"HDAC7","SCRIPTAID","inhibitor"
"HDAC7","CHEMBL3110004","inhibitor"
"HDAC7","MOCETINOSTAT","[Not Available]"
"HDAC7","PANOBINOSTAT LACTATE","inhibitor"
"HDAC7","TACEDINALINE","inhibitor"
"HDAC7","ENTINOSTAT","inhibitor"
"HDAC7","VORINOSTAT","inhibitor"
"HDAC7","CHEMBL100014","inhibitor"
"HDAC7","VALPROIC ACID","inhibitor"
"HDAC7","ABEXINOSTAT","inhibitor"
"HDAC7","CHEMBL191482","[Not Available]"
"HDAC7","CUDC-907","inhibitor"
"HDAC7","SODIUM PHENYLBUTYRATE","inhibitor"
"SOX10","VEMURAFENIB","[Not Available]"
"ASS1","ARGININE","[Not Available]"
"ASS1","ASPARTIC ACID","[Not Available]"
"ASS1","L-CITRULLINE","[Not Available]"
"ASS1","ADENOSINE TRIPHOSPHATE","[Not Available]"
"ASS1","SODIUM BENZOATE","[Not Available]"
"MAP2K4","LEUCOVORIN","inhibitor"
"MAP2K4","STAUROSPORINE","inhibitor"
"MAP2K4","Refametinib","inhibitor"
"MAP2K4","WX-554","[Not Available]"
"MAP2K4","SELUMETINIB","inhibitor"
"MAP2K4","TRAMETINIB","inhibitor"
"MAP2K4","DABRAFENIB MESYLATE","inhibitor"
"MAP2K4","PD-0325901","inhibitor"
"MAP2K4","BINIMETINIB","inhibitor"
"MAP2K4","COBIMETINIB","inhibitor"
"APOC3","RITONAVIR","[Not Available]"
"IARS2","ISOLEUCINE","[Not Available]"
"PRKACB","CHEMBL369507","[Not Available]"
"PRKACB","STAUROSPORINE","inhibitor"
"PRKACB","GSK-690693","inhibitor"
"CYP26C1","TALAROZOLE","[Not Available]"
"ARL1","CHEMBL384759","[Not Available]"
"CDK13","PHA-793887","inhibitor"
"CDK13","Roniciclib","inhibitor"
"CDK13","AZD-5438","inhibitor"
"CDK13","AT-7519","inhibitor"
"GLDC","PYRIDOXAL PHOSPHATE","cofactor"
"GLDC","GLYCINE","[Not Available]"
"CYSLTR1","CINALUKAST","antagonist"
"CYSLTR1","ZAFIRLUKAST","antagonist"
"CYSLTR1","LEUKOTRIEN E4","agonist"
"CYSLTR1","URACIL MUSTARD","agonist"
"CYSLTR1","OXACILLIN","antagonist"
"CYSLTR1","IRALUKAST","antagonist"
"CYSLTR1","MONTELUKAST","antagonist"
"CYSLTR1","POBILUKAST","antagonist"
"CYSLTR1","PRANLUKAST","antagonist"
"CYSLTR1","SR-2640","antagonist"
"CYSLTR1","SULUKAST","antagonist"
"CYSLTR1","FOSCARNET SODIUM","antagonist"
"CYSLTR1","VERLUKAST","antagonist"
"CYSLTR1","CR-3465","antagonist"
"CYSLTR1","MONTELUKAST SODIUM","antagonist"
"CYSLTR1","NEDOCROMIL","[Not Available]"
"CSF2RB","SARGRAMOSTIM","agonist"
"MSR1","HYDROGEN PEROXIDE","[Not Available]"
"TLR4","ERITORAN TETRASODIUM (CHEMBL3301672)","antagonist"
"TLR4","CHEMBL1232858","[Not Available]"
"TLR4","DODECANOATE","[Not Available]"
"TLR4","ERITORAN (CHEMBL501259)","[Not Available]"
"TLR4","GOLOTIMOD","[Not Available]"
"TLR4","MYRISTIC ACID","[Not Available]"
"TLR4","ALCOHOL","[Not Available]"
"TLR4","INFLIXIMAB","[Not Available]"
"TLR4","NELFINAVIR","[Not Available]"
"TLR4","RITONAVIR","[Not Available]"
"TLR4","SAQUINAVIR","[Not Available]"
"TLR4","CHEMBL225157","antagonist"
"TLR4","FOLIC ACID","[Not Available]"
"KRAS","FARNESYL DIPHOSPHATE","[Not Available]"
"KRAS","LONAFARNIB","inhibitor"
"KRAS","PANITUMUMAB","[Not Available]"
"KRAS","CETUXIMAB","[Not Available]"
"KRAS","GDC-0994","[Not Available]"
"KRAS","REGORAFENIB","inhibitor"
"KRAS","PALBOCICLIB","[Not Available]"
"KRAS","TRAMETINIB","[Not Available]"
"KRAS","BINIMETINIB","[Not Available]"
"KRAS","Ribociclib","[Not Available]"
"KRAS","COBIMETINIB","[Not Available]"
"KRAS","ATEZOLIZUMAB","[Not Available]"
"KRAS","DOCETAXEL","[Not Available]"
"KRAS","ERLOTINIB","[Not Available]"
"KRAS","SELUMETINIB","inhibitor"
"KRAS","ABEMACICLIB","[Not Available]"
"KRAS","CABOZANTINIB","[Not Available]"
"KRAS","VANDETANIB","[Not Available]"
"KRAS","EVEROLIMUS","[Not Available]"
"KRAS","TEMSIROLIMUS","[Not Available]"
"KRAS","PD-0325901","[Not Available]"
"KRAS","GEFITINIB","[Not Available]"
"KRAS","PIMASERTIB","[Not Available]"
"KRAS","DECITABINE","[Not Available]"
"KRAS","GEMCITABINE","[Not Available]"
"KRAS","SORAFENIB","[Not Available]"
"KRAS","TRASTUZUMAB","[Not Available]"
"KRAS","LAPATINIB","[Not Available]"
"KRAS","PONATINIB","[Not Available]"
"KRAS","IMATINIB","[Not Available]"
"KRAS","CHEMBL387187","[Not Available]"
"KRAS","DACTOLISIB","[Not Available]"
"KRAS","PACLITAXEL","[Not Available]"
"KRAS","CARBOPLATIN","[Not Available]"
"KRAS","DASATINIB","[Not Available]"
"KRAS","CHIR-265","[Not Available]"
"KRAS","AFATINIB","[Not Available]"
"KRAS","AZD-8186","[Not Available]"
"KRAS","TEPROTUMUMAB","[Not Available]"
"KRAS","BEVACIZUMAB","[Not Available]"
"KRAS","AZD-5438","[Not Available]"
"KRAS","PEMETREXED (CHEMBL1201258)","[Not Available]"
"KRAS","NIVOLUMAB","[Not Available]"
"KRAS","PEMBROLIZUMAB","[Not Available]"
"KRAS","ENCORAFENIB","[Not Available]"
"KRAS","IRINOTECAN","[Not Available]"
"KRAS","PILARALISIB (CHEMBL3218575)","[Not Available]"
"KRAS","CHEMBL525191","[Not Available]"
"KRAS","OLAPARIB","[Not Available]"
"KRAS","VX-970","[Not Available]"
"KRAS","INK-128","[Not Available]"
"KRAS","AZD-1775","[Not Available]"
"KRAS","MK-2206","[Not Available]"
"KRAS","DEMCIZUMAB","[Not Available]"
"KRAS","PA-799","[Not Available]"
"KRAS","METFORMIN","[Not Available]"
"KRAS","AZD-5363","[Not Available]"
"KRAS","AMG-337","[Not Available]"
"KRAS","SIROLIMUS","[Not Available]"
"KRAS","DABRAFENIB","[Not Available]"
"KRAS","VEMURAFENIB","[Not Available]"
"KRAS","ALPELISIB","[Not Available]"
"KRAS","SARACATINIB","[Not Available]"
"KRAS","PICTILISIB","[Not Available]"
"KRAS","LY-294002","[Not Available]"
"KRAS","TAK-733","[Not Available]"
"KRAS","NERATINIB","[Not Available]"
"KRAS","COPANLISIB","[Not Available]"
"KRAS","Refametinib","[Not Available]"
"KRAS","AZD-8055","[Not Available]"
"KRAS","SONOLISIB","[Not Available]"
"KRAS","SUNITINIB","[Not Available]"
"KRAS","NVP-AUY922","[Not Available]"
"KRAS","BUPARLISIB","[Not Available]"
"KRAS","CHEMBL56543","[Not Available]"
"KRAS","RIGOSERTIB","[Not Available]"
"KRAS","CRIZOTINIB","[Not Available]"
"KRAS","JNJ-42756493","[Not Available]"
"KRAS","DS-7423","[Not Available]"
"KRAS","SAR-125844","[Not Available]"
"KRAS","PANOBINOSTAT","[Not Available]"
"KRAS","CUDC-907","[Not Available]"
"KRAS","NAVITOCLAX","[Not Available]"
"KRAS","OXALIPLATIN","[Not Available]"
"KRAS","CHEMBL376408","[Not Available]"
"KRAS","BORTEZOMIB","[Not Available]"
"KRAS","FASUDIL","[Not Available]"
"KRAS","PF-04691502","[Not Available]"
"KRAS","A-443654","[Not Available]"
"KRAS","DEGUELIN","[Not Available]"
"KRAS","VOXTALISIB","[Not Available]"
"KRAS","AT-13148","[Not Available]"
"KRAS","APITOLISIB","[Not Available]"
"KRAS","TASELISIB","[Not Available]"
"KRAS","CHEMBL1231206","[Not Available]"
"KRAS","PF-00477736","[Not Available]"
"KRAS","CI-1040","[Not Available]"
"KRAS","BAY-1082439","[Not Available]"
"KRAS","Poziotinib","[Not Available]"
"KRAS","CANDICIDIN","[Not Available]"
"KRAS","RALIMETINIB","[Not Available]"
"KRAS","BGB-283","[Not Available]"
"KRAS","MIDOSTAURIN","[Not Available]"
"KRAS","NILOTINIB","[Not Available]"
"KRAS","INFIGRATINIB","[Not Available]"
"KRAS","GEDATOLISIB","[Not Available]"
"KRAS","FLUOROURACIL","[Not Available]"
"KRAS","DINACICLIB","[Not Available]"
"KRAS","LINSITINIB","[Not Available]"
"KRAS","INK-1117","[Not Available]"
"KRAS","NECITUMUMAB","[Not Available]"
"KRAS","Panulisib","[Not Available]"
"KRAS","SALIRASIB","[Not Available]"
"KRAS","IPATASERTIB","[Not Available]"
"KRAS","Ro-4987655","[Not Available]"
"KRAS","BENZONATATE","[Not Available]"
"KRAS","ANILINOQUINAZOLINE1","[Not Available]"
"KRAS","ROMIDEPSIN","[Not Available]"
"KRAS","VOLASERTIB","[Not Available]"
"KRAS","RAMUCIRUMAB","[Not Available]"
"KRAS","Ulixertinib","[Not Available]"
"KRAS","RIDAFOROLIMUS","[Not Available]"
"KRAS","IRX-4204","[Not Available]"
"KRAS","OSI-027","[Not Available]"
"KRAS","BMS-754807","[Not Available]"
"KRAS","IXABEPILONE","[Not Available]"
"KRAS","BI-2536","[Not Available]"
"KRAS","AZD-4547","[Not Available]"
"KRAS","DANUSERTIB","[Not Available]"
"KRAS","MLN-2480","[Not Available]"
"KRAS","IMGATUZUMAB","[Not Available]"
"KRAS","CHEMBL589258","[Not Available]"
"KRAS","PHENFORMIN","[Not Available]"
"KRAS","RILOTUMUMAB","[Not Available]"
"KRAS","CAPECITABINE","[Not Available]"
"KRAS","LENALIDOMIDE","[Not Available]"
"KRAS","2-ACETYL FURANONAPTHOQUINONE","[Not Available]"
"KRAS","CHEMBL217354","[Not Available]"
"KRAS","BAY-1125976","[Not Available]"
"KRAS","CHEMBL392068","[Not Available]"
"KRAS","CHEMBL458997","[Not Available]"
"KRAS","OSIMERTINIB","[Not Available]"
"KRAS","CHEMBL428462","[Not Available]"
"KRAS","CAMPTOTHECIN","[Not Available]"
"KRAS","CC-223","[Not Available]"
"KRAS","LY-3009120","[Not Available]"
"KRAS","PAZOPANIB","[Not Available]"
"KRAS","VENETOCLAX","[Not Available]"
"FHIT","FRUCTOSE","[Not Available]"
"FHIT","TRICHOSTATIN","[Not Available]"
"AFG3L2","ADENOSINE TRIPHOSPHATE","[Not Available]"
"HTR1D","ELETRIPTAN","agonist"
"HTR1D","CABERGOLINE","agonist"
"HTR1D","ROPINIROLE","agonist"
"HTR1D","ZOLMITRIPTAN","agonist"
"HTR1D","OLANZAPINE","c(""agonist"", ""antagonist"")"
"HTR1D","CLOZAPINE","c(""agonist"", ""antagonist"")"
"HTR1D","LOXAPINE","binder"
"HTR1D","LISURIDE","agonist"
"HTR1D","ERGOTAMINE","agonist"
"HTR1D","APOMORPHINE","agonist"
"HTR1D","RISPERIDONE","antagonist"
"HTR1D","RIZATRIPTAN","agonist"
"HTR1D","ARIPIPRAZOLE","c(""agonist"", ""antagonist"")"
"HTR1D","PALIPERIDONE","antagonist"
"HTR1D","YOHIMBINE","antagonist"
"HTR1D","ALMOTRIPTAN","agonist"
"HTR1D","NARATRIPTAN","agonist"
"HTR1D","FROVATRIPTAN","agonist"
"HTR1D","SUMATRIPTAN","agonist"
"HTR1D","DIHYDROERGOTAMINE","agonist"
"HTR1D","TONABERSAT","[Not Available]"
"HTR1D","ELZASONAN HYDROCHLORIDE","antagonist"
"HTR1D","ZIPRASIDONE","agonist"
"HTR1D","L-694247","agonist"
"HTR1D","CHEMBL277120","agonist"
"HTR1D","CHEMBL266591","agonist"
"HTR1D","SEROTONIN","agonist"
"HTR1D","5-METHOXYTRYPTAMINE","agonist"
"HTR1D","8-OH-DPAT","agonist"
"HTR1D","ALNIDITAN","agonist"
"HTR1D","ASENAPINE (CHEMBL3187365)","agonist"
"HTR1D","CHEMBL159332","agonist"
"HTR1D","N,N-DIMETHYLTRYPTAMINE","agonist"
"HTR1D","CHEMBL1332062","agonist"
"HTR1D","DONITRIPTAN","agonist"
"HTR1D","CHEMBL267615","agonist"
"HTR1D","CHEMBL3186179","agonist"
"HTR1D","CHEMBL2164238","agonist"
"HTR1D","LYSERGOL","agonist"
"HTR1D","QUETIAPINE","agonist"
"HTR1D","RU-24969","agonist"
"HTR1D","GAMMA-AMINOBUTYRIC ACID","agonist"
"HTR1D","TRYPTAMINE","agonist"
"HTR1D","XANOMELINE","agonist"
"HTR1D","BRL-15,572","agonist"
"HTR1D","BROMOCRIPTINE","agonist"
"HTR1D","Capeserod","agonist"
"HTR1D","GR-127935","c(""agonist"", ""antagonist"")"
"HTR1D","OXYMETAZOLINE","agonist"
"HTR1D","PERGOLIDE","agonist"
"HTR1D","ROXINDOLE","agonist"
"HTR1D","CHEMBL20963","agonist"
"HTR1D","TERGURIDE","agonist"
"HTR1D","AMINOLEVULINIC ACID","allosteric modulator"
